,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,isFraud
0,3.416330918294938,0.895533147970289,0.9888644431978793,-0.42777899333891034,-0.38134121872527654,-0.5245704987893367,0.6911181790220869,-2.2650403676030018,-0.421116419066981,-0.8271270064686788,0
1,-0.9646298547986144,-2.254053268529582,5.614349524248259,2.591526315648289,-3.732378719858798,-1.3210726900346903,0.859525333846204,6.0197693900325495,-0.8911786314628667,1.7803556299781638,0
2,1.739004174816969,-1.318276311080368,-2.5868513520956773,-0.135264000500512,-0.6136637577778373,1.0539399551350053,-0.387203331431604,-1.8950510828414524,-0.006192129529338484,-0.6461298109702137,0
3,3.0945004443969206,0.5883959436693219,-3.64841130825847,-0.8341931716102358,-1.0372597200671276,1.0642376903035728,-0.701935834943068,0.2794424445057165,0.4324798416339166,-0.7196175844982714,0
4,3.421359485850281,1.3599657584049918,-1.0558180241043804,-1.2824840131478892,0.6810966718180329,1.900192540097551,2.4033996964513293,0.542015505929178,-0.2068836678579807,-0.28507979452931,0
5,5.238761289781472,5.291936914271954,1.8437399050210785,0.8579327191690139,-2.5219780002233305,-2.745514495133925,-0.9390751032255804,-3.6315156241931854,-0.14443127003212733,-0.5750422386730499,0
6,-4.843148856471698,-11.640207457554991,-0.9706840386664276,0.10461726070829523,-2.944712381309105,-0.3455899398077664,1.5055214978106652,-3.4844917718733046,1.7103347758585679,0.14449296349329177,0
7,-15.431364933335479,4.640900040519292,1.1858647131319178,-1.1509525710444293,2.2334549979684666,0.6803559477022154,0.20822289447607087,-1.790635075215306,0.2548688288126442,-2.816983788001497,0
8,-2.473889928621298,-3.1610546147600265,-1.478046870986947,0.23038439551021148,-1.6394832777015484,-1.7827709944767542,0.4164054549538461,4.312240954969762,-2.2537445664331948,3.0550663758041576,0
9,-3.676209497437674,-10.023244439342482,-0.5474455152671847,-0.20258143685293403,-1.1159293104463808,-0.9363143173574675,0.3946523959439294,-0.6600997263290982,-1.848848164862635,-0.724920828553145,0
10,-1.5221768225666212,-1.992687001857413,2.326181657608268,1.3933284079024653,-2.2449959810528517,-3.644427409817344,3.3536278571964977,5.034210187122997,-0.4864713176341588,1.7391190509436374,0
11,2.0337013427538944,4.324581597698,-3.1049946474818384,-1.0659348204751797,-0.01125546380987466,2.10585478255307,-0.3626760507323142,-0.5156193503098766,1.0249629025047708,-0.739073634941176,1
12,-15.222297607311582,4.422260838713325,0.9167340718145787,-0.7335044174237443,1.9588460897884232,0.6710815683577375,0.3642489705436818,-1.8122063723535233,0.04873561996455888,-2.5664098553074823,0
13,8.149672130375624,6.62001634145182,8.243879196253735,2.844784369105557,-3.900872141908994,2.876768816339034,-5.721149625587851,-1.6812126468714264,0.444294095978067,-3.1392379121757803,0
14,2.5462778857147597,0.8354521624067148,-3.0500120967324693,-0.9879263963543736,-0.12742905025333895,1.098811920249066,-1.1534947752551614,-0.18424357447698,-2.546579854595031,-1.6064270248479455,0
15,-4.762178069716732,-10.151562465921115,-0.35628708546252236,-0.13546039662573633,-0.9390777724914847,-0.7352814306329213,0.35953254366583004,-2.0291531107810608,-3.2037913227480983,-1.282175028943495,0
16,-14.003191785118593,3.415896823199082,-0.5181962852701896,-0.5018966802853051,0.36835832870046525,-0.6374256450298657,-1.0758662604231677,-0.2754596973497172,1.1785371949819292,0.5302746927290795,0
17,2.7671348748566285,-2.7172416162643116,-0.6246971753394109,-0.9051040356107751,4.031114938919226,2.1989017788845553,-1.4473009443219669,0.1073665098671764,2.207574831978259,-0.690514717309123,0
18,1.87401236482595,0.015972203526869042,0.0002370935620474004,-1.2882198939763922,1.1196821126299679,1.5458031698089831,3.2429862286668416,1.0841235774794753,0.611254170284271,0.12213520016826926,0
19,-9.081833841410923,-3.8460630539990324,1.9238827575906705,-0.7617694909381988,4.181537068847882,-0.5364528853310169,-1.3443300954294781,1.860449189494862,-0.2243583692707024,-1.4842548512473144,0
20,3.064238589943113,1.461071640815583,-2.809840641351198,-0.9043005255599621,0.01695269139961896,1.1077827436052536,-1.1416275231144906,0.1540733741851431,1.1569264384286881,0.45676719383876946,0
21,2.6812985734646717,0.5795540333990598,1.0064763577093239,-0.932874556048635,1.4353201341049924,1.8962499261417824,5.292066069078965,1.2350803871505995,0.09067107198056516,-0.20921758764335183,0
22,-5.870180007985843,-12.16273454768671,-0.44159425328855656,0.28595223845752543,-2.930676202366079,0.6082897882497078,2.1927644964185524,-5.405900399064086,1.5125194887415352,-1.7578923167998584,0
23,3.3233407171192173,-2.079966431804856,4.165908329527903,-0.6608429422318772,4.941740208290409,0.2337332033105867,0.15482498597239647,0.5960248340373823,0.6784406046244995,0.4650120626675353,0
24,2.5736271537908877,0.8389775049841,-3.059383692221979,-0.5292253523740368,-0.7107737104242599,0.6255945108934312,-1.288390628775632,-0.16611763599629198,-0.9070559472042619,-1.4855749192585068,0
25,3.4343413158650296,2.436680384626207,2.2231996961403544,0.18794164349600492,-0.7818047725243833,-1.278124740436008,0.030387687196816365,-1.327135345124159,-2.02117435785944,-1.1455386578757638,1
26,-6.498428684250887,-9.948893009311476,0.25189408020606097,-0.38955396559635946,-1.0416417884719091,0.6329945205473373,2.3156636885885797,-4.642904349625324,1.383113241709145,-1.4767407569161357,0
27,3.064934946032624,1.248514037068117,-2.311749597798653,-1.2534262904598816,0.024639404356951417,1.7093280749922384,0.5469141471746078,-0.27817201638706895,-1.1386400939068508,-0.9378631463310814,0
28,13.668310245676787,10.072997950459166,-1.0099839399374577,-2.5988643493923367,3.193388351994985,6.699214421490475,1.1072715084287283,-12.791898588306703,1.4789383871881003,2.9861570145116496,0
29,3.3279535689741215,0.7486961843340498,-0.9402844845064019,-0.8774161488638217,1.038618766805305,2.0186335484176916,1.9542370249840377,-0.22896804037000093,-0.49632957522754645,-0.8009666537730786,0
30,-5.1791691345629,-11.162291558072312,-0.6104024141495185,-0.1361781768417019,-2.6998712159828075,-0.17264734199877108,1.6430181805828024,-3.619353114190871,-0.6226147363622571,-0.8761199225006912,0
31,-14.532606110435603,4.326506569753946,-0.5046016623150035,0.5994255260279177,0.7480434836737284,0.26269512439620074,-0.24411613612899624,-0.9004628481102879,1.352883896825774,-2.1710314094273606,0
32,4.457948386587846,2.621725442434047,4.344720430650271,0.23514032722253267,0.6858053190332634,-1.3755886399501587,3.5762084347926346,-0.1309055787053607,0.4428994355490157,2.28567121713416,0
